Department,Questions,Answers,url
Bicycle Commute Program ,Whom do I contact if my bicycle commute claim check is lost or stolen?,"Payments Issued by SCO

Contact your Accounting Office or your Departmental Program Coordinator. They will contact SCO CalATERS for further information.

Payments Issued by Departments

Contact your Accounting Office or your Departmental Program Coordinator.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,Is there a complaint process?,Yes. You may dispute a denied claim to your department head or designee. Your department head or designee is the final approval authority for bicycle commuter benefits claims.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,Is my department required to provide secure storage for my bicycle?,"No. While departments are not required to provide secure storage for employee bicycles, CalHR encourages all participating departments to evaluate their facilities and budgets to see what, if any, options they may be able to provide for related amenities, including, but not limited to, secure bicycle storage. CalHR strongly encourages departments to provide all reasonably available amenities.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,What happens if my bicycle is stoen from state property?,The state is not responsible or liable for the security of personal property.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,"If I live on-site, am I elgible to particapte in the bicycle commuter program?","The bicycle commuter program is for employees who commute to work. Typically, employees who live on-site are not commuting to work.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Peace Officers & Firefighter Retirement,Can a state employee request PO/FF retirement plan designation?,No. The employer must seek a PO/FF retirement determination from the California Department of Human Resources.,https://calhr.benefitsprograms.info/
Peace Officers & Firefighter Retirement,Can a state employee in a PO/FF designated classification or position request a different CalPERS retirement plan; such as miscellaneous retirement?,No. A state employee cannot request a change to his or her retirement plan.,https://calhr.benefitsprograms.info/
Peace Officers & Firefighter Retirement,Can a state employee who transfers from a PO/FF classification or position to a Non-PO/FF submit a request to retain PO/FF?,No. The employee will be placed into the appropriate retirement plan.,https://calhr.benefitsprograms.info/
Peace Officers & Firefighter Retirement,Can a PO/FF member voluntarily make Social Security tax contributions?,No. Police and fire employees are exempt from making Social Security tax payments under the Federal and State 218 Agreement and CalPERS laws.,https://calhr.benefitsprograms.info/
Peace Officers & Firefighter Retirement,How can a state employee verify his or her retirement plan?,A state employee can verify his or her retirement plan by contacting the personnel specialist or accessing the MyCalPERS secure account to review his or her CalPERS retirement information.,https://calhr.benefitsprograms.info/
Long Term Disablity ,Are my dependents eligible to enroll into LTD?,No. Only employees are eligible to enroll.,https://calhr.benefitsprograms.info/state-employee/insurance/group-long-term-disability/
Long Term Disablity ,Is Long Term Care the same as Long Term Disablity?,"No. The Long-Term Care (LTC) Program offered through CalPERS, provides coverage for employees who need extended care due to a chronic disease, age, or serious accident. Long Term Disability is income protection for active eligible excluded employees who cannot work due to a serious injury or illness.

For information about the CalPERS LTC Program, please visit their website.",https://calhr.benefitsprograms.info/state-employee/insurance/group-long-term-disability/
Long Term Disablity ,What if I have moved to a represented position?,"If you cease to be eligible due to a classification change, you can continue coverage for up to 24 months by making payments directly to Standard Insurance. 

You must request this continuance in writing within 60 days of the date you lose eligibility by completing the Request for Long Term Disability 24 month Direct Pay Coverage (SI 13898-643146 at standard.com/mybenefits/california.

Mail or Email completed form to Standard Insurance at:

National Accounts Services SOC Team

Standard Insurance Company

900 SW 5th Ave

Portland, OR  97204-9805

Email: socltdforms@standard.com

For more information view the Coverage Continuation on Standard Insurance website.",https://calhr.benefitsprograms.info/state-employee/insurance/group-long-term-disability/
Long Term Disablity ,What happens if I am no longer a state employee?,"If you separate from state service, you may be eligible to convert your plan to an individual plan providing you have been enrolled for at least 12 months and are not disabled from performing the duties of your occupation at the time you separate. The conversion is subject to approval by Standard Insurance.

For more information, please contact the Standard Insurance at (888) 641-7193.

You have 31 days from separation to apply for the conversion, please complete the Request for Group LTD Conversion Material  (SI 4781-643146).

Mail or Fax completed form to Standard Insurance at:

National Accounts Services SOC Team

Standard Insurance Company

900 SW 5th Ave

Portland, OR  97204-9805

Fax (971) 321-6744",https://calhr.benefitsprograms.info/state-employee/insurance/group-long-term-disability/
Long Term Disablity ,What if I am on a Leave of Absence (LOA) ?,"You have 31 days from the date you went out on a LOA to convert your plan. You must have been enrolled for at least 12 months and not be disabled from performing the duties of your occupation at the time you went out on a LOA. The conversion is subject to approval by Standard Insurance.

For more information, please contact the Standard Insurance at (888) 641-7193.

To apply or receive ​conversion materials, please complete the Request for Group LTD Conversion Material  (SI 4781-643146).

Mail or Email completed form to Standard Insurance at:

National Accounts Services SOC Team

Standard Insurance Company

900 SW 5th Ave

Portland, OR  97204-9805

Email: socltdforms@standard.com",https://calhr.benefitsprograms.info/state-employee/insurance/group-long-term-disability/
Long Term Disablity ,"I am new to the state, and I want to enroll into LTD, but not sure if I am eligible?","LTD is only available to excluded employees, based on your CBID codes, if you are not sure what your CBID is, please contact your department personnel office, who will be best to assist you.",https://calhr.benefitsprograms.info/state-employee/insurance/group-long-term-disability/
Long Term Disablity ,How do I enroll?,"if you are an active military employee, you must complete an enrollment form, if you are a direct pay agency, you must complete an enrollment form and submit to your department personnel office, if you are an active employee, you can enroll online, email enrollment form to socltdforms@standards.com or over the phone at 971-321-8150. For more information, please review the CalHR State employee page and under insurance located Group Long Term Disability insurance and review section Enrollment and How to Enroll.",https://calhr.benefitsprograms.info/state-employee/insurance/group-long-term-disability/
State Owned Housing ,Are departments required to complete a rental agreement for employees living in state owned housing (SOH) ?,"​Yes, all departments are required to furnish written rental agreements for all employees residing in SOH properties. The terms and conditions of the rental agreement must be renewed annually.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/state-owned-housing/
State Owned Housing ,Are departments required to furnish DGS with a record of each SOH property in their inventory?,"​Yes, departments must annually report real property and major structures by July 1 of each fiscal year. This information should be recorded on the Structure Data Entry Form, RESD 1040.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/state-owned-housing/
State Owned Housing ,Can a department vacate a SOH unit currently occupied by a state employee?,"​Yes, the department must give the lessee the minimum notice according to the provisions of the appropriate Memorandum of Understanding (MOU). If the MOU contains no termination language, the department must give 60 days’ advance written notice to terminate tenancy.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/state-owned-housing/
State Owned Housing ,How does an employee obtain SOH?,"​The determination of tenants for SOH properties is at the discretion of the department. Determinations are based on the following: recruitment, security, safety, command, and remoteness of location.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/state-owned-housing/
State Owned Housing ,Can an employee's family live in SOH?,"​Yes, under CalHR 599.640, departments have the authority to provide SOH properties as the primary residence for use by their employees and their dependents.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/state-owned-housing/
State Safety Requirement,Can a state employee request State Safety retirement designation?,No. The employer or labor organization must seek a State Safety retirement determination from the California Department of Human Resources.,https://calhr.benefitsprograms.info/
State Safety Requirement, Can a state employee in a State Safety designated classification or position request a different CalPERS retirement plan; such as miscellaneous retirement?,No. A state employee cannot request a change to his or her retirement plan.,https://calhr.benefitsprograms.info/
State Safety Requirement,Can a state employee who transfers from a State Safety classification or position to a Non-Safety classification submit a request to retain State Safety retirement?,No. The employee will be placed into the appropriate retirement plan.,https://calhr.benefitsprograms.info/
State Safety Requirement,Can a State Safety member voluntarily make Social Security tax contributions?,No. Employees in State Safety are exempt from making Social Security tax payments under the Federal and State 218 Agreement and CalPERS laws.,https://calhr.benefitsprograms.info/
State Safety Requirement,How can a state employee verify his or her retirement plan?,A state employee can verify his or her retirement plan by contacting the personnel specialist or accessing the MyCalPERS secure account to review his or her CalPERS retirement information.,https://calhr.benefitsprograms.info/
Merit Award Program,"Can an employee who has completed 25 years of state service and plans on retiring, regardless of the time period between the two events, receive both a 25-Year Service Award and a 25-Year Retirement Award?",Yes. There is nothing in the current law that indicates an employee must choose between the 25 years of state service and the retirement award.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Merit Award Program,Can a retiring employee who has completed 25 years of state service combine the 25-Year Service Award and the 25-Year Retirement Award and purchase a $250 gift?,No. These are two separate award programs.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Merit Award Program,Can an employee receive the appropriated $125 in cash?,"No. The law states “a certificate, plaque, or other suitable memento.” Cash is not considered a “suitable memento” since the definition of memento is “a reminder or a souvenir.”",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Merit Award Program,Does a department have to purchase a gift from the State Price Schedule service providers?,"No, it is not mandatory to purchase a gift from the State Price Schedule service providers.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Merit Award Program,Can an employee who is retiring and does not have 25 years of service purchase a retirement award at their own expense?,No. This award is in recognition of 25 years or more of state service.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Merit Award Program,Can an employee with 23 years of state service qualify for a 25-Year Service/Retirement Award if they previously purchased two years of service credit for retirement purposes?,No. Service Awards are based on qualifying months of state service.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Merit Award Program,"If an employee transfers to a new department, can they still receive a 25-Year Service Award from the new department?",Yes. The new department would provide the 25-year award.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Merit Award Program,What is the difference between the core items and the non-core items?,"The core items are those most commonly purchased by agencies for their employees and include watches, clocks, vases, etc. Some of the service providers offer additional, or “non-core,” gift items for purchase. The core items do not exceed $125. The non-core items vary in price.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Merit Award Program,Can an employee choose a gift from the non-core catalog?,Each department may establish their own internal policy for ordering service awards. Please check with your Merit Award Administrator or Human Resources office.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Merit Award Program,"If my department allows it and I choose a gift from the non-core catalog that exceeds $125, how do I pay for it?",The State of California is responsible for the first $125 (plus the tax on the $125). The employee is responsible for the balance. Employees may contact their Merit Award Administrator or Human Resources Office for further details.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Merit Award Program,Are there time limits for purchasing retirement gifts?,There are no time restrictions in the law; departments may establish reasonable time limits for their retiring employees.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Merit Award Program,What is the turnaround time when an award is ordered?,"For MTM Recognition: Three weeks is the normal turn-around time. If a shorter turn-around time is required, please contact Bryan Mular.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Merit Award Program,My PERS statement shows a different amount of service time than SCO. Why?,Service years are based on qualifying months of state service as indicated by the State Controller’s Office. SCO and PERS calculate service time differently.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/merit-award-program/
Employee Assistant Program,What is Employee Assistance Program benefits?,"State of California employees, and their eligible dependents have access to an Employee Assistance Program (EAP). This program is provided as part of the state’s commitment to promoting employee health and well-being. It is offered at no charge to the employee and provides a valuable resource for support and information during difficult times, as well as consultation on day-to-day concerns. EAP is an assessment, short-term counseling, and referral service designed to aid in managing everyday concerns for a wide range of needs such as family and marital issues, emotional, personal, and stress concerns, financial and legal matters, alcohol, drug abuse, and dependent (elder and child) care. There are three levels of coverage for counseling services. The number of face-to-face clinical counseling sessions available for the employee and their eligible dependents is based upon the employee’s employment category (i.e., collective bargaining identification code).",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,What is the cost to use Employee Assisance Program Benefits?,EAP is paid 100% by the employer. There is no cost to employees.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,What are the level of counseling services and issue types that are addressed in counseling sessions?,"Employees in participating departments regardless of their time base or bargaining unit are eligible. An employee, their spouse, registered domestic partner, and eligible dependents are eligible. There are three levels of coverage for EAP counseling services. The level of service and number of sessions for which an employee is eligible depends upon their CBID. Covered state employees are eligible for a specified number of sessions for themselves and their eligible family members, per contract year, for the following four problem types:

Alcohol Abuse
Substance Abuse
Marital and Family Issues
Emotional, Personal, and Stress Concerns",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,What work life services are available through EAP?,"Work Life Services include the following and do not count against clinical sessions.

Legal services
Financial Wellness services
Child and elder care services
Identity theft recovery services
Career Assistance and Student Resources",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,What are the eligibility requirements to receive EAP benefits?,"Employees in participating departments who are appointed permanent full-time or part-time, regardless of their bargaining unit, are eligible. An employee, their spouse, registered domestic partner, and eligible dependents are eligible. Seasonal employees and retired annuitants are eligible for EAP services during employment.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,What are the benefit and coverage levels?,"When both spouses or registered domestic partners are state employees, both partners and family members are entitled to the counseling services under each employee’s employment category. Group counseling sessions of standard duration with one counselor are counted as one session. There are three benefit categories and three different benefit designs which are determined by bargaining units. These benefits are per fiscal year, July 1 – June 30.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,How do I enroll in EAP benefits and when is the effective date of coverage?,Enrollment is automatic and employees and eligible dependents are eligible for services on the first day of employment.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,Are services confidential?,Yes. No one besides the person assessing EAP knows they have used the services or what services were used.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,Can I change or cancel coverage?,No,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,"If I get laid off, do I lose coverage?","Following a layoff from state service, excluded employees, and those in Bargaining Units 1, 2, 3, 4, 11, 14, 15, 17, and 20 receive 6 months extension of their EAP services.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,"Do I receive EAP benefits if I am on a leave of absence, off pay status, or separated from state service?",No. Employees and their eligible dependents are no longer eligible.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,What happens to my EAP benefits if I retire?,"Employees covered by level 1 services may use EAP for 90 days after the date of retirement, as may CHP employees who are covered by level",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,What happens to my EAP benefits when I retire from state service?,"Employees covered by Level 1 services may use EAP for 90 days after the date of retirement, as may California Highway Patrol employees who are covered by Level 2. Benefits for Employees in Level 3 services will end the month following their retirement.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,Are seasonal and Retired Annuitants covered by EAP services?,Seasonal employees and retired annuitants are eligible for EAP services during employment.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,Are there survivor benefits?,"Surviving family members of employees who had Level 1 benefits, and family members of CHP employees who had Level 2 benefits may use EAP services for six months after the death of an employee. Eligibility for EAP services for surviving family members of all other employees' stops at the end of the month after the month the death occurred.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,Are services confidential?,"The State of California contracts directly with contractor for EAP services. Provided the employee/department uses the contractor’s clinicians, there is no cost to the employee or their family members for the initial authorized sessions. If, however, there is a need for continued services with contractor providers beyond these sessions, fees and other arrangements need to be discussed with the provider. Whether treatment is sought through an outside provider or with the contractor’s provider, the employee/dependent is responsible for the cost incurred.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,Where can if find recordings of monthly webinars and statewide workshops?,"Recordings can be found on Webinars and Workshops page, https://soceap.magellanascend.com/Content/View/11676 on EAP website.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,"If an eligible dependent resides in another state, can they access services?",Magellan has a national network of providers so an eligible dependent can access counseling and work-life services in state they reside.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,How many Virtual Therapy sessions do I get and can adolescents use this solution?,"Regardless of your level of counseling coverage, you’re eligible to have 4 sessions in total, per fiscal year. Adolescents may access with parental permission. For more information, please visit the BetterHelp Virtual Therapy tile, https://soceap.magellanascend.com/Content/View/16972.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Employee Assistant Program,Is Neuroflow (Digital Emotional Wellbeing Program) available to adolescents?,"NeuroFlow is available to individuals 18 years of age or older. Please visit the Digital Emotional Wellbeing Program tile…https://soceap.magellanascend.com/Content/View/18210 , for detailed information.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/
Dental,What are my dental plan options?,"CalHR maintains an up-to-date listing of available plan options on the benefits website, found at: https://calhr.benefitsprograms.info/state-employee/general-benefits/dental/
Eligibility in the various plans is determined by length of time in state service, classification, and membership in bargaining unit. The personnel office for your agency will be best prepared to discuss which plans you are eligible for.
How do I enroll in a dental plan?
Phrases: Dental, Enroll, Enrollment
Answer: Employees enroll in a dental plan by completing the STD 692 form for Dental Plan Enrollment Authorization. You can find a digital copy of this form on the Benefits Calculator page of the CalHR benefits website: https://calhr.benefitsprograms.info/calhr-benefits-calculator/. The completed document should be submitted to your agency’s personnel office.
There are three distinct enrollment periods:
- New Employee, or returning employee after a separation
- Open Enrollment, generally a 5-week period starting mid-SEP and ending mid-OCT
- Special Enrollment through qualifying life event (marriage, loss of coverage, etc.)",https://calhr.benefitsprograms.info/state-employee/general-benefits/dental/
Dental,How do I enroll in a dental plan?,"Employees enroll in a dental plan by completing the STD 692 form for Dental Plan Enrollment Authorization. You can find a digital copy of this form on the Benefits Calculator page of the CalHR benefits website: https://calhr.benefitsprograms.info/calhr-benefits-calculator/. The completed document should be submitted to your agency’s personnel office.
There are three distinct enrollment periods:
- New Employee, or returning employee after a separation
- Open Enrollment, generally a 5-week period starting mid-SEP and ending mid-OCT
- Special Enrollment through qualifying life event (marriage, loss of coverage, etc.)",https://calhr.benefitsprograms.info/state-employee/general-benefits/dental/
Dental,How do I get insurance cards for myself and/or my dependents?,"Depending on which dental plan you enrolled in, carriers may or may not automatically send physical insurance cards. Many carriers have a database that dentists are able to directly look up customers without the need of an insurance card (Delta Dental, for example). If you prefer to have a physical copy, or are unable to get services without one, reach out to the member services number for your carrier. Contact information can be found in the Dental Handbook found on the CalHR benefits website: https://calhr.benefitsprograms.info/state-employee/general-benefits/dental/",https://calhr.benefitsprograms.info/state-employee/general-benefits/dental/
Dental,"I have insurance, but how do I find an in-network provider?",The best way to find a covered provider is to go to your carrier’s website and utilize the “Find a Dentist” tool. Each provider’s website can be accessed via hyperlink in the Dental Handbook found on the CalHR benefits website: https://calhr.benefitsprograms.info/state-employee/general-benefits/dental/,https://calhr.benefitsprograms.info/state-employee/general-benefits/dental/
Dental,I want to add a dependent to my coverage; how can I do that?,Dental+[@Answers],https://calhr.benefitsprograms.info/state-employee/general-benefits/dental/
Dental,"Due to no fault of the employee, their dental enrollment was not processed correctly. Can we process the enrollment on a current basis?","No. Regardless of circumstances, Effective Date of Action must always correspond to a valid permitting event.",https://calhr.benefitsprograms.info/state-employee/general-benefits/dental/
Dental,Can ARs be waived for a retroactive enrollment?,No. Members are responsible for all missed employee-share premiums for a retroactive enrollment.,https://calhr.benefitsprograms.info/state-employee/general-benefits/dental/
Dental,My office uploaded enrollment documents on ConnectHR but don’t see deductions for the member. What is going on?,"Allow up to three weeks for processing of enrollments at the State Controller’s Office. If the carrier still does not have the member’s information and no deductions are showing, you can check with SCO for the status of the enrollment. It is possible that the document was invalid, and SCO “dinged” it back to the department. The “ding” notice will show what inputs were invalid and instru",https://calhr.benefitsprograms.info/state-employee/general-benefits/dental/
Vision ,How do I know if my employee was enrolled in Premier Vision?,Departmental personnel should review miscellaneous deductions in SCO Pay History for the Premier vision premium deduction. Please allow 1-2 months from the time the form is sent to VSP to allow the premium deduction to be established. If you do not see the premium deduction in three months please contact CalHR Vision Program.,https://calhr.benefitsprograms.info/state-employee/general-benefits/vision/
Vision ,Where do I find premium information for different party codes?,"Departmental personnel should use the Benefits Administration Manual (BAM) to locate the most up to date premium information for different benefit programs. The BAM can be found on the CalHR Benefits Programs website.
https://calhr.benefitsprograms.info/state-hr-professionals/benefits-administration-manual/",https://calhr.benefitsprograms.info/state-employee/general-benefits/vision/
Vision ,How do I know if an employee is eligible for vision benefits?,"Departmental personnel should use the Benefits Administration Manual (BAM) to locate the most up to date employee eligibility information for different benefit programs. The BAM can be found on the CalHR Benefits Programs website.
https://calhr.benefitsprograms.info/state-hr-professionals/benefits-administration-manual/",https://calhr.benefitsprograms.info/state-employee/general-benefits/vision/
Vision ,How do I process survivor benefits?,"Departmental personnel should use the Benefits Administration Manual (BAM) to locate the most up to date information for processing survivor benefits for different benefit programs including the Benefits Checklist in the Event of Death. The BAM can be found on the CalHR Benefits Programs website.
https://calhr.benefitsprograms.info/state-hr-professionals/benefits-administration-manual/",https://calhr.benefitsprograms.info/state-employee/general-benefits/vision/
Vision ,How do I complete the Premier Vision Enrollment Form?,"Departmental personnel should use the Benefits Administration Manual (BAM) to locate the current version of the Premier Vision Enrollment Form (CalHR 774). The BAM also provides detailed instructions for how to complete the form. The BAM can be found on the CalHR Benefits Programs website.
https://calhr.benefitsprograms.info/state-hr-professionals/benefits-administration-manual/",https://calhr.benefitsprograms.info/state-employee/general-benefits/vision/
Vision ,How do I use my vision benefits?,"How to Use Vision Benefits
The employee/retiree/dependent should call their VSP doctor for an appointment and indicate that they are enrolled under the ""State of California VSP Plan"".
• Simply provide the employee's name and social security number.
• Active employees and eligible dependents are under plan group number 12020000 (State of California).
• Retirees and eligible dependents are under plan group number 12294067 (State of California).

The doctor and VSP will handle the rest. The doctor will contact VSP to verify eligibility and plan coverage.

If the employee/retiree/dependent is not eligible at the time, then the doctor will inform the employee/retiree/dependent.

If the employee/retiree/dependent is eligible, then payment for any applicable copayments is required at the time of the appointment.

VSP will pay the doctor directly for covered services.",https://calhr.benefitsprograms.info/state-employee/general-benefits/vision/
Vision ,How do I login to see my vision benefits?,State of CA employees and retirees can view their vision benefits by visiting https://stateofcaemployee.vspforme.com/ or https://stateofc,https://calhr.benefitsprograms.info/state-employee/general-benefits/vision/
FlexElect,What is the FlexElect Program?,The flexelect Program is a voluntary tax savings program available to eligible state employees each Plan Year (January 1 through December 31). Departments are responsible for providing employees with information on the FlexElect options and a FlexElect Handbook and assisting employees who wish to enroll in FlexElect with filling out the appropriate forms correctly and timely. The following instructions provide the information required to assist departments in accomplishing that task.,https://calhr.benefitsprograms.info/state-employee/general-benefits/flexelect-reimbursement-accounts/
FlexElect,Can I cancel or reduce my Dependent Care Reimbursement Account (DCRA) contribution due to the closure of a childcare facility?," Yes, the state's program includes a change in provider or a change in cost as a permitting event. Employees must submit a completed STD 701R – Reimbursement Account Enrollment Authorization requesting the reduction or cancellation to their departmental personnel office within 60 days of the permitting event. Any change submitted will be on a prospective basis only. The effective date will be the first of the following month when a correctly completed form is received and processed by the State's Controller's Office (SCO) by the tenth of the month.
If the childcare provider resumes business, you can elect to reenroll in the program. To reenroll, follow the same steps described above.",https://calhr.benefitsprograms.info/state-employee/general-benefits/flexelect-reimbursement-accounts/
FlexElect,Can I cancel my Medical Reimbursement Account (MRA) if a procedure is cancelled?,"No, the cancellation of a procedure is not considered a permitting event to modify or cancel the MRA. You must experience a permitting event to make an election change. For a list of permitting events, refer to the FlexElect Program Permitting Event Codes Chart.",https://calhr.benefitsprograms.info/state-employee/general-benefits/flexelect-reimbursement-accounts/
FlexElect,When does FlexElect Reimbursement end?,"The FlexElect plan year is from January 1 to December 31. You cannot change or cancel your enrollment during the plan year unless you experience a change in your status, called a “permitting event.",https://calhr.benefitsprograms.info/state-employee/general-benefits/flexelect-reimbursement-accounts/
FlexElect,Who pays FlexElect?,"Employees who are eligible to enroll into FlexElect must be paid by SCO through the Uniform State Payroll System or by the District Agriculture Association and meet the eligibility criteria listed below:
• State employees designated rank and file, managerial, supervisory, confidential, and all other employees excluded from collective bargaining, Constitutional Officers, employees of the Judicial Council, and Supreme, Appellate, and Superior Court Judges.
• Must have a permanent appointment with a time base of half-time or more. If a limited-term (LT) or temporary (TAU) appointment, must have a mandatory right of return to a permanent position (not permanent-intermittent) with a time base of half-time or more.
• Employee may have more than one appointment, as long as the combined time base is half-time or more.
• Employees who are maintaining coverage as a dependent on their parent's state-sponsored health and/or dental benefits are eligible for the Cash Option. This change began January 1, 2011.",https://calhr.benefitsprograms.info/state-employee/general-benefits/flexelect-reimbursement-accounts/
Cash Option,What is Cash Option?,"Cash in lieu of your state- sponsored health and/or dental benefits. The cash option is designed to expand your benefit options by providing an alternative benefit should you have access to qualifying coverage elsewhere, not limit or decrease important health and/or dental coverage for you and your family.",https://calhr.benefitsprograms.info/state-employee/general-benefits/cash-option-non-coben/
PreTax Parking,How do I know if I am eligible to participate in the Third Party Pre-Tax Parking Reimbursement Account Program?,"Any active state employee who meets the following eligibility criteria can enroll:

You drive a personal vehicle to work or to a location from which you commute to work;
You pay for employment-related parking in a paid facility providing a receipt
You currently do not have a state-administered or department-sponsored parking space.
When can I enroll?
There is no open enrollment period for the Program; you may enroll at any time.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,How do I enroll?,"Complete a CalHR 682 - Account Enrollment Form and give it to your departmental personnel office. For your deduction to be effective for the current pay period, your enrollment form must be processed and forwarded to the State Controller's Office (SCO) Miscellaneous Deduction Unit by the 10th of the month.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,What is the maximum deduction allowed from my paycheck?,"You can deduct your actual cost of parking, up to $300 per month, for the 2023 tax year.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,What is the minimum deduction from my paycheck required to remain enrolled in the Program?,​You can deduct a minimum of $1 per month to ​remain enrolled in the Program.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,Is there a cost to enroll in the Program?,No. Participants in the Program are not charged an administrative fee.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,How do I get reimbursed?,"Pay your parking fees to your parking vendor and receive a receipt for all parking expenditures for the month.
Complete a CalHR 681 - Account Claim Form. Your signature on the claim form attests that the reimbursement is for ""qualified parking"" and that you meet the eligibility criteria.
Submit the completed CalHR 681 - Account Claim Form along with the required payment documentation to the third party administrator, ASI, via fax, mail, or your online ASI account.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,How often can I submit a claim form?,You can submit a claim as often as you like. Reimbursement claims can be submitted monthly or on a less frequent basis. The reimbursement checks are mailed once a month at the end of the month. Your claim must be received by ASI by the 15th of the month to be included in the monthly processing cycle.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,What information needs to be included on my parking fee receipt?,"The following information should be legible on the parking fee receipt:

The name of the parking facility or company
The parking date(s) (e.g., Jan. 1-31, 202​3​)
The parking fee amount
Your name",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
